approval_id,task_id,requested_action,requesting_agent,risk_score,confidence_score,reason,required_approver_role,approval_status,created_at
approval_00181,task_00309,review approval queue,metrics_agent,75,0.83,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 05:09:00
approval_00182,task_00310,review approval queue,governance_agent,93,0.88,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 05:10:00
approval_00183,task_00312,review approval queue,executive_agent,93,0.88,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 05:12:00
approval_00184,task_00313,review approval queue,finance_agent,93,0.88,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 05:13:00
approval_00185,task_00315,review approval queue,support_agent,93,0.83,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 05:15:00
approval_00186,task_00316,review approval queue,supply_chain_agent,57,0.83,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 05:16:00
approval_00187,task_00317,review approval queue,healthcare_ops_agent,63,0.83,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 05:17:00
approval_00188,task_00321,review approval queue,metrics_agent,75,0.83,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 05:21:00
approval_00189,task_00322,review approval queue,governance_agent,93,0.83,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 05:22:00
approval_00190,task_00324,review approval queue,executive_agent,93,0.83,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 05:24:00
approval_00191,task_00325,review approval queue,finance_agent,93,0.88,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 05:25:00
approval_00192,task_00326,review approval queue,fraud_agent,51,0.83,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 05:26:00
approval_00193,task_00327,review approval queue,support_agent,93,0.88,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 05:27:00
approval_00194,task_00329,review approval queue,healthcare_ops_agent,63,0.83,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 05:29:00
approval_00195,task_00332,review approval queue,rag_agent,69,0.83,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 05:32:00
approval_00196,task_00333,review approval queue,metrics_agent,75,0.83,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 05:33:00
approval_00197,task_00334,review approval queue,governance_agent,93,0.88,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 05:34:00
approval_00198,task_00336,review approval queue,executive_agent,93,0.83,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 05:36:00
approval_00199,task_00337,review approval queue,finance_agent,93,0.83,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 05:37:00
approval_00200,task_00339,review approval queue,support_agent,93,0.88,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 05:39:00
approval_00201,task_00341,review approval queue,healthcare_ops_agent,63,0.88,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 05:41:00
approval_00202,task_00345,review approval queue,metrics_agent,75,0.88,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 05:45:00
approval_00203,task_00346,review approval queue,governance_agent,93,0.88,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 05:46:00
approval_00204,task_00348,review approval queue,executive_agent,93,0.83,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 05:48:00
approval_00205,task_00349,review approval queue,finance_agent,93,0.88,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 05:49:00
approval_00206,task_00351,review approval queue,support_agent,93,0.88,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 05:51:00
approval_00207,task_00353,review approval queue,healthcare_ops_agent,63,0.88,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 05:53:00
approval_00208,task_00357,review approval queue,metrics_agent,75,0.83,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 05:57:00
approval_00209,task_00358,review approval queue,governance_agent,93,0.88,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 05:58:00
approval_00210,task_00360,review approval queue,executive_agent,93,0.83,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 06:00:00
approval_00211,task_00361,review approval queue,finance_agent,93,0.88,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 06:01:00
approval_00212,task_00362,review approval queue,fraud_agent,51,0.83,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 06:02:00
approval_00213,task_00363,review approval queue,support_agent,93,0.88,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 06:03:00
approval_00214,task_00365,review approval queue,healthcare_ops_agent,63,0.83,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 06:05:00
approval_00215,task_00369,review approval queue,metrics_agent,75,0.88,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 06:09:00
approval_00216,task_00370,review approval queue,governance_agent,93,0.88,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 06:10:00
approval_00217,task_00372,review approval queue,executive_agent,93,0.88,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 06:12:00
approval_00218,task_00373,review approval queue,finance_agent,93,0.83,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 06:13:00
approval_00219,task_00375,review approval queue,support_agent,93,0.88,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 06:15:00
approval_00220,task_00377,review approval queue,healthcare_ops_agent,63,0.88,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 06:17:00
approval_00221,task_00381,review approval queue,metrics_agent,75,0.88,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 06:21:00
approval_00222,task_00382,review approval queue,governance_agent,93,0.88,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 06:22:00
approval_00223,task_00384,review approval queue,executive_agent,93,0.88,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 06:24:00
approval_00224,task_00385,review approval queue,finance_agent,93,0.88,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 06:25:00
approval_00225,task_00386,review approval queue,fraud_agent,51,0.83,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 06:26:00
approval_00226,task_00387,review approval queue,support_agent,93,0.88,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 06:27:00
approval_00227,task_00389,review approval queue,healthcare_ops_agent,63,0.83,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 06:29:00
approval_00228,task_00392,review approval queue,rag_agent,69,0.83,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 06:32:00
approval_00229,task_00393,review approval queue,metrics_agent,75,0.88,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 06:33:00
approval_00230,task_00394,review approval queue,governance_agent,93,0.88,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 06:34:00
approval_00231,task_00396,review approval queue,executive_agent,93,0.88,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 06:36:00
approval_00232,task_00397,review approval queue,finance_agent,93,0.83,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 06:37:00
approval_00233,task_00399,review approval queue,support_agent,93,0.83,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 06:39:00
approval_00234,task_00400,review approval queue,supply_chain_agent,57,0.83,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 06:40:00
approval_00235,task_00401,review approval queue,healthcare_ops_agent,63,0.83,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 06:41:00
approval_00236,task_00405,review approval queue,metrics_agent,75,0.83,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 06:45:00
approval_00237,task_00406,review approval queue,governance_agent,93,0.83,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 06:46:00
approval_00238,task_00408,review approval queue,executive_agent,93,0.88,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 06:48:00
approval_00239,task_00409,review approval queue,finance_agent,93,0.83,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 06:49:00
approval_00240,task_00410,review approval queue,fraud_agent,51,0.83,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 06:50:00
approval_00241,task_00411,review approval queue,support_agent,93,0.88,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 06:51:00
approval_00242,task_00412,review approval queue,supply_chain_agent,57,0.83,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 06:52:00
approval_00243,task_00413,review approval queue,healthcare_ops_agent,63,0.88,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 06:53:00
approval_00244,task_00416,review approval queue,rag_agent,69,0.83,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 06:56:00
approval_00245,task_00417,review approval queue,metrics_agent,75,0.88,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 06:57:00
approval_00246,task_00418,review approval queue,governance_agent,93,0.88,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 06:58:00
approval_00247,task_00420,review approval queue,executive_agent,93,0.88,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 07:00:00
approval_00248,task_00421,review approval queue,finance_agent,93,0.88,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 07:01:00
approval_00249,task_00423,review approval queue,support_agent,93,0.88,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 07:03:00
approval_00250,task_00425,review approval queue,healthcare_ops_agent,63,0.88,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 07:05:00
approval_00251,task_00428,review approval queue,rag_agent,69,0.83,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 07:08:00
approval_00252,task_00429,review approval queue,metrics_agent,75,0.88,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 07:09:00
approval_00253,task_00430,review approval queue,governance_agent,93,0.88,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 07:10:00
approval_00254,task_00432,review approval queue,executive_agent,93,0.88,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 07:12:00
approval_00255,task_00433,review approval queue,finance_agent,93,0.88,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 07:13:00
approval_00256,task_00435,review approval queue,support_agent,93,0.88,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 07:15:00
approval_00257,task_00437,review approval queue,healthcare_ops_agent,63,0.88,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 07:17:00
approval_00258,task_00441,review approval queue,metrics_agent,75,0.83,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 07:21:00
approval_00259,task_00442,review approval queue,governance_agent,93,0.88,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 07:22:00
approval_00260,task_00444,review approval queue,executive_agent,93,0.83,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 07:24:00
approval_00261,task_00445,review approval queue,finance_agent,93,0.88,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 07:25:00
approval_00262,task_00447,review approval queue,support_agent,93,0.88,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 07:27:00
approval_00263,task_00448,review approval queue,supply_chain_agent,57,0.83,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 07:28:00
approval_00264,task_00449,review approval queue,healthcare_ops_agent,63,0.83,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 07:29:00
approval_00265,task_00453,review approval queue,metrics_agent,75,0.88,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 07:33:00
approval_00266,task_00454,review approval queue,governance_agent,93,0.83,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 07:34:00
approval_00267,task_00456,review approval queue,executive_agent,93,0.88,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 07:36:00
approval_00268,task_00457,review approval queue,finance_agent,93,0.88,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 07:37:00
approval_00269,task_00458,review approval queue,fraud_agent,51,0.83,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 07:38:00
approval_00270,task_00459,review approval queue,support_agent,93,0.83,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 07:39:00
approval_00271,task_00461,review approval queue,healthcare_ops_agent,63,0.88,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 07:41:00
approval_00272,task_00464,review approval queue,rag_agent,69,0.83,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 07:44:00
approval_00273,task_00465,review approval queue,metrics_agent,75,0.88,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 07:45:00
approval_00274,task_00466,review approval queue,governance_agent,93,0.88,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 07:46:00
approval_00275,task_00468,review approval queue,executive_agent,93,0.88,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 07:48:00
approval_00276,task_00469,review approval queue,finance_agent,93,0.88,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 07:49:00
approval_00277,task_00471,review approval queue,support_agent,93,0.88,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 07:51:00
approval_00278,task_00473,review approval queue,healthcare_ops_agent,63,0.88,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 07:53:00
approval_00279,task_00476,review approval queue,rag_agent,69,0.83,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 07:56:00
approval_00280,task_00477,review approval queue,metrics_agent,75,0.83,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 07:57:00
approval_00281,task_00478,review approval queue,governance_agent,93,0.88,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 07:58:00
approval_00282,task_00480,review approval queue,executive_agent,93,0.88,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 08:00:00
approval_00283,task_00481,review approval queue,finance_agent,93,0.88,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 08:01:00
approval_00284,task_00483,review approval queue,support_agent,93,0.88,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 08:03:00
approval_00285,task_00484,review approval queue,supply_chain_agent,57,0.83,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 08:04:00
approval_00286,task_00485,review approval queue,healthcare_ops_agent,63,0.83,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 08:05:00
approval_00287,task_00489,review approval queue,metrics_agent,75,0.83,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 08:09:00
approval_00288,task_00490,review approval queue,governance_agent,93,0.83,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 08:10:00
approval_00289,task_00492,review approval queue,executive_agent,93,0.88,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 08:12:00
approval_00290,task_00493,review approval queue,finance_agent,93,0.83,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 08:13:00
approval_00291,task_00495,review approval queue,support_agent,93,0.83,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 08:15:00
approval_00292,task_00497,review approval queue,healthcare_ops_agent,63,0.88,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 08:17:00
approval_00293,task_00501,review approval queue,metrics_agent,75,0.88,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 08:21:00
approval_00294,task_00502,review approval queue,governance_agent,93,0.88,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 08:22:00
approval_00295,task_00504,review approval queue,executive_agent,93,0.88,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 08:24:00
approval_00296,task_00505,review approval queue,finance_agent,93,0.88,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 08:25:00
approval_00297,task_00507,review approval queue,support_agent,93,0.88,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 08:27:00
approval_00298,task_00509,review approval queue,healthcare_ops_agent,63,0.88,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 08:29:00
approval_00299,task_00512,review approval queue,rag_agent,69,0.83,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 08:32:00
approval_00300,task_00513,review approval queue,metrics_agent,75,0.88,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 08:33:00
approval_00301,task_00514,review approval queue,governance_agent,93,0.88,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 08:34:00
approval_00302,task_00516,review approval queue,executive_agent,93,0.88,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 08:36:00
approval_00303,task_00517,review approval queue,finance_agent,93,0.88,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 08:37:00
approval_00304,task_00519,review approval queue,support_agent,93,0.88,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 08:39:00
approval_00305,task_00521,review approval queue,healthcare_ops_agent,63,0.88,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 08:41:00
approval_00306,task_00524,review approval queue,rag_agent,69,0.83,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 08:44:00
approval_00307,task_00525,review approval queue,metrics_agent,75,0.83,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 08:45:00
approval_00308,task_00526,review approval queue,governance_agent,93,0.88,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 08:46:00
approval_00309,task_00528,review approval queue,executive_agent,93,0.88,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 08:48:00
approval_00310,task_00529,review approval queue,finance_agent,93,0.88,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 08:49:00
approval_00311,task_00530,review approval queue,fraud_agent,51,0.83,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 08:50:00
approval_00312,task_00531,review approval queue,support_agent,93,0.83,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 08:51:00
approval_00313,task_00533,review approval queue,healthcare_ops_agent,63,0.83,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 08:53:00
approval_00314,task_00537,review approval queue,metrics_agent,75,0.88,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 08:57:00
approval_00315,task_00538,review approval queue,governance_agent,93,0.88,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 08:58:00
approval_00316,task_00540,review approval queue,executive_agent,93,0.88,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 09:00:00
approval_00317,task_00541,review approval queue,finance_agent,93,0.88,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 09:01:00
approval_00318,task_00542,review approval queue,fraud_agent,51,0.83,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 09:02:00
approval_00319,task_00543,review approval queue,support_agent,93,0.83,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 09:03:00
approval_00320,task_00545,review approval queue,healthcare_ops_agent,63,0.83,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 09:05:00
approval_00321,task_00548,review approval queue,rag_agent,69,0.83,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 09:08:00
approval_00322,task_00549,review approval queue,metrics_agent,75,0.88,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 09:09:00
approval_00323,task_00550,review approval queue,governance_agent,93,0.88,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 09:10:00
approval_00324,task_00552,review approval queue,executive_agent,93,0.83,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 09:12:00
approval_00325,task_00553,review approval queue,finance_agent,93,0.83,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 09:13:00
approval_00326,task_00555,review approval queue,support_agent,93,0.83,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 09:15:00
approval_00327,task_00557,review approval queue,healthcare_ops_agent,63,0.88,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 09:17:00
approval_00328,task_00561,review approval queue,metrics_agent,75,0.88,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 09:21:00
approval_00329,task_00562,review approval queue,governance_agent,93,0.88,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 09:22:00
approval_00330,task_00564,review approval queue,executive_agent,93,0.83,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 09:24:00
approval_00331,task_00565,review approval queue,finance_agent,93,0.88,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 09:25:00
approval_00332,task_00567,review approval queue,support_agent,93,0.88,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 09:27:00
approval_00333,task_00568,review approval queue,supply_chain_agent,57,0.83,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 09:28:00
approval_00334,task_00569,review approval queue,healthcare_ops_agent,63,0.88,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 09:29:00
approval_00335,task_00573,review approval queue,metrics_agent,75,0.88,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 09:33:00
approval_00336,task_00574,review approval queue,governance_agent,93,0.88,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 09:34:00
approval_00337,task_00576,review approval queue,executive_agent,93,0.88,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 09:36:00
approval_00338,task_00577,review approval queue,finance_agent,93,0.88,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 09:37:00
approval_00339,task_00578,review approval queue,fraud_agent,51,0.83,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 09:38:00
approval_00340,task_00579,review approval queue,support_agent,93,0.83,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 09:39:00
approval_00341,task_00580,review approval queue,supply_chain_agent,57,0.83,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 09:40:00
approval_00342,task_00581,review approval queue,healthcare_ops_agent,63,0.88,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 09:41:00
approval_00343,task_00585,review approval queue,metrics_agent,75,0.88,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 09:45:00
approval_00344,task_00586,review approval queue,governance_agent,93,0.88,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 09:46:00
approval_00345,task_00588,review approval queue,executive_agent,93,0.88,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 09:48:00
approval_00346,task_00589,review approval queue,finance_agent,93,0.83,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 09:49:00
approval_00347,task_00591,review approval queue,support_agent,93,0.88,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 09:51:00
approval_00348,task_00592,review approval queue,supply_chain_agent,57,0.83,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 09:52:00
approval_00349,task_00593,review approval queue,healthcare_ops_agent,63,0.88,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 09:53:00
approval_00350,task_00597,review approval queue,metrics_agent,75,0.88,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 09:57:00
approval_00351,task_00598,review approval queue,governance_agent,93,0.83,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 09:58:00
approval_00352,task_00600,review approval queue,executive_agent,93,0.83,Decision selected by confidence-risk gate and tool policy evaluation.,domain_owner,pending,2026-01-01 10:00:00
