handoff_id,task_id,from_agent,to_agent,handoff_reason,evidence,confidence_score,accepted_flag
handoff_00197,task_00296,rag_agent,governance_agent,specialist review required by risk or domain boundary,Synthetic rag enterprise workflow requiring governed agent action.,0.84,True
handoff_00198,task_00297,metrics_agent,executive_agent,specialist review required by risk or domain boundary,Synthetic metrics enterprise workflow requiring governed agent action.,0.84,True
handoff_00199,task_00299,security_agent,governance_agent,specialist review required by risk or domain boundary,Synthetic security enterprise workflow requiring governed agent action.,0.84,True
handoff_00200,task_00300,executive_agent,governance_agent,specialist review required by risk or domain boundary,Synthetic executive enterprise workflow requiring governed agent action.,0.84,True
handoff_00201,task_00302,fraud_agent,governance_agent,specialist review required by risk or domain boundary,Synthetic fraud enterprise workflow requiring governed agent action.,0.84,True
handoff_00202,task_00303,support_agent,fraud_agent,specialist review required by risk or domain boundary,Synthetic support enterprise workflow requiring governed agent action.,0.84,True
handoff_00203,task_00304,supply_chain_agent,finance_agent,specialist review required by risk or domain boundary,Synthetic supply_chain enterprise workflow requiring governed agent action.,0.84,True
handoff_00204,task_00305,healthcare_ops_agent,governance_agent,specialist review required by risk or domain boundary,Synthetic healthcare_ops enterprise workflow requiring governed agent action.,0.84,True
handoff_00205,task_00307,reliability_agent,data_quality_agent,specialist review required by risk or domain boundary,Synthetic reliability enterprise workflow requiring governed agent action.,0.84,True
handoff_00206,task_00308,rag_agent,governance_agent,specialist review required by risk or domain boundary,Synthetic rag enterprise workflow requiring governed agent action.,0.84,True
handoff_00207,task_00309,metrics_agent,executive_agent,specialist review required by risk or domain boundary,Synthetic metrics enterprise workflow requiring governed agent action.,0.84,True
handoff_00208,task_00310,governance_agent,governance_agent,specialist review required by risk or domain boundary,Synthetic governance enterprise workflow requiring governed agent action.,0.84,True
handoff_00209,task_00311,security_agent,governance_agent,specialist review required by risk or domain boundary,Synthetic security enterprise workflow requiring governed agent action.,0.84,True
handoff_00210,task_00314,fraud_agent,governance_agent,specialist review required by risk or domain boundary,Synthetic fraud enterprise workflow requiring governed agent action.,0.84,True
handoff_00211,task_00315,support_agent,fraud_agent,specialist review required by risk or domain boundary,Synthetic support enterprise workflow requiring governed agent action.,0.84,True
handoff_00212,task_00316,supply_chain_agent,finance_agent,specialist review required by risk or domain boundary,Synthetic supply_chain enterprise workflow requiring governed agent action.,0.84,True
handoff_00213,task_00319,reliability_agent,data_quality_agent,specialist review required by risk or domain boundary,Synthetic reliability enterprise workflow requiring governed agent action.,0.84,True
handoff_00214,task_00320,rag_agent,governance_agent,specialist review required by risk or domain boundary,Synthetic rag enterprise workflow requiring governed agent action.,0.84,True
handoff_00215,task_00321,metrics_agent,executive_agent,specialist review required by risk or domain boundary,Synthetic metrics enterprise workflow requiring governed agent action.,0.84,True
handoff_00216,task_00323,security_agent,governance_agent,specialist review required by risk or domain boundary,Synthetic security enterprise workflow requiring governed agent action.,0.84,True
handoff_00217,task_00325,finance_agent,governance_agent,specialist review required by risk or domain boundary,Synthetic finance enterprise workflow requiring governed agent action.,0.84,True
handoff_00218,task_00326,fraud_agent,governance_agent,specialist review required by risk or domain boundary,Synthetic fraud enterprise workflow requiring governed agent action.,0.84,True
handoff_00219,task_00327,support_agent,fraud_agent,specialist review required by risk or domain boundary,Synthetic support enterprise workflow requiring governed agent action.,0.84,True
handoff_00220,task_00328,supply_chain_agent,finance_agent,specialist review required by risk or domain boundary,Synthetic supply_chain enterprise workflow requiring governed agent action.,0.84,True
handoff_00221,task_00330,data_quality_agent,governance_agent,specialist review required by risk or domain boundary,Synthetic data_quality enterprise workflow requiring governed agent action.,0.84,True
handoff_00222,task_00331,reliability_agent,data_quality_agent,specialist review required by risk or domain boundary,Synthetic reliability enterprise workflow requiring governed agent action.,0.84,True
handoff_00223,task_00332,rag_agent,governance_agent,specialist review required by risk or domain boundary,Synthetic rag enterprise workflow requiring governed agent action.,0.84,True
handoff_00224,task_00333,metrics_agent,executive_agent,specialist review required by risk or domain boundary,Synthetic metrics enterprise workflow requiring governed agent action.,0.84,True
handoff_00225,task_00335,security_agent,governance_agent,specialist review required by risk or domain boundary,Synthetic security enterprise workflow requiring governed agent action.,0.84,True
handoff_00226,task_00338,fraud_agent,governance_agent,specialist review required by risk or domain boundary,Synthetic fraud enterprise workflow requiring governed agent action.,0.84,True
handoff_00227,task_00339,support_agent,fraud_agent,specialist review required by risk or domain boundary,Synthetic support enterprise workflow requiring governed agent action.,0.84,True
handoff_00228,task_00340,supply_chain_agent,finance_agent,specialist review required by risk or domain boundary,Synthetic supply_chain enterprise workflow requiring governed agent action.,0.84,True
handoff_00229,task_00343,reliability_agent,data_quality_agent,specialist review required by risk or domain boundary,Synthetic reliability enterprise workflow requiring governed agent action.,0.84,True
handoff_00230,task_00344,rag_agent,governance_agent,specialist review required by risk or domain boundary,Synthetic rag enterprise workflow requiring governed agent action.,0.84,True
handoff_00231,task_00345,metrics_agent,executive_agent,specialist review required by risk or domain boundary,Synthetic metrics enterprise workflow requiring governed agent action.,0.84,True
handoff_00232,task_00347,security_agent,governance_agent,specialist review required by risk or domain boundary,Synthetic security enterprise workflow requiring governed agent action.,0.84,True
handoff_00233,task_00350,fraud_agent,governance_agent,specialist review required by risk or domain boundary,Synthetic fraud enterprise workflow requiring governed agent action.,0.84,True
handoff_00234,task_00351,support_agent,fraud_agent,specialist review required by risk or domain boundary,Synthetic support enterprise workflow requiring governed agent action.,0.84,True
handoff_00235,task_00352,supply_chain_agent,finance_agent,specialist review required by risk or domain boundary,Synthetic supply_chain enterprise workflow requiring governed agent action.,0.84,True
handoff_00236,task_00355,reliability_agent,data_quality_agent,specialist review required by risk or domain boundary,Synthetic reliability enterprise workflow requiring governed agent action.,0.84,True
handoff_00237,task_00356,rag_agent,governance_agent,specialist review required by risk or domain boundary,Synthetic rag enterprise workflow requiring governed agent action.,0.84,True
handoff_00238,task_00357,metrics_agent,executive_agent,specialist review required by risk or domain boundary,Synthetic metrics enterprise workflow requiring governed agent action.,0.84,True
handoff_00239,task_00359,security_agent,governance_agent,specialist review required by risk or domain boundary,Synthetic security enterprise workflow requiring governed agent action.,0.84,True
handoff_00240,task_00360,executive_agent,governance_agent,specialist review required by risk or domain boundary,Synthetic executive enterprise workflow requiring governed agent action.,0.84,True
handoff_00241,task_00362,fraud_agent,governance_agent,specialist review required by risk or domain boundary,Synthetic fraud enterprise workflow requiring governed agent action.,0.84,True
handoff_00242,task_00363,support_agent,fraud_agent,specialist review required by risk or domain boundary,Synthetic support enterprise workflow requiring governed agent action.,0.84,True
handoff_00243,task_00364,supply_chain_agent,finance_agent,specialist review required by risk or domain boundary,Synthetic supply_chain enterprise workflow requiring governed agent action.,0.84,True
handoff_00244,task_00365,healthcare_ops_agent,governance_agent,specialist review required by risk or domain boundary,Synthetic healthcare_ops enterprise workflow requiring governed agent action.,0.84,True
handoff_00245,task_00367,reliability_agent,data_quality_agent,specialist review required by risk or domain boundary,Synthetic reliability enterprise workflow requiring governed agent action.,0.84,True
handoff_00246,task_00368,rag_agent,governance_agent,specialist review required by risk or domain boundary,Synthetic rag enterprise workflow requiring governed agent action.,0.84,True
handoff_00247,task_00369,metrics_agent,executive_agent,specialist review required by risk or domain boundary,Synthetic metrics enterprise workflow requiring governed agent action.,0.84,True
handoff_00248,task_00370,governance_agent,governance_agent,specialist review required by risk or domain boundary,Synthetic governance enterprise workflow requiring governed agent action.,0.84,True
handoff_00249,task_00371,security_agent,governance_agent,specialist review required by risk or domain boundary,Synthetic security enterprise workflow requiring governed agent action.,0.84,True
handoff_00250,task_00374,fraud_agent,governance_agent,specialist review required by risk or domain boundary,Synthetic fraud enterprise workflow requiring governed agent action.,0.84,True
handoff_00251,task_00375,support_agent,fraud_agent,specialist review required by risk or domain boundary,Synthetic support enterprise workflow requiring governed agent action.,0.84,True
handoff_00252,task_00376,supply_chain_agent,finance_agent,specialist review required by risk or domain boundary,Synthetic supply_chain enterprise workflow requiring governed agent action.,0.84,True
handoff_00253,task_00379,reliability_agent,data_quality_agent,specialist review required by risk or domain boundary,Synthetic reliability enterprise workflow requiring governed agent action.,0.84,True
handoff_00254,task_00380,rag_agent,governance_agent,specialist review required by risk or domain boundary,Synthetic rag enterprise workflow requiring governed agent action.,0.84,True
handoff_00255,task_00381,metrics_agent,executive_agent,specialist review required by risk or domain boundary,Synthetic metrics enterprise workflow requiring governed agent action.,0.84,True
handoff_00256,task_00383,security_agent,governance_agent,specialist review required by risk or domain boundary,Synthetic security enterprise workflow requiring governed agent action.,0.84,True
handoff_00257,task_00385,finance_agent,governance_agent,specialist review required by risk or domain boundary,Synthetic finance enterprise workflow requiring governed agent action.,0.84,True
handoff_00258,task_00386,fraud_agent,governance_agent,specialist review required by risk or domain boundary,Synthetic fraud enterprise workflow requiring governed agent action.,0.84,True
handoff_00259,task_00387,support_agent,fraud_agent,specialist review required by risk or domain boundary,Synthetic support enterprise workflow requiring governed agent action.,0.84,True
handoff_00260,task_00388,supply_chain_agent,finance_agent,specialist review required by risk or domain boundary,Synthetic supply_chain enterprise workflow requiring governed agent action.,0.84,True
handoff_00261,task_00390,data_quality_agent,governance_agent,specialist review required by risk or domain boundary,Synthetic data_quality enterprise workflow requiring governed agent action.,0.84,True
handoff_00262,task_00391,reliability_agent,data_quality_agent,specialist review required by risk or domain boundary,Synthetic reliability enterprise workflow requiring governed agent action.,0.84,True
handoff_00263,task_00392,rag_agent,governance_agent,specialist review required by risk or domain boundary,Synthetic rag enterprise workflow requiring governed agent action.,0.84,True
handoff_00264,task_00393,metrics_agent,executive_agent,specialist review required by risk or domain boundary,Synthetic metrics enterprise workflow requiring governed agent action.,0.84,True
handoff_00265,task_00395,security_agent,governance_agent,specialist review required by risk or domain boundary,Synthetic security enterprise workflow requiring governed agent action.,0.84,True
handoff_00266,task_00398,fraud_agent,governance_agent,specialist review required by risk or domain boundary,Synthetic fraud enterprise workflow requiring governed agent action.,0.84,True
handoff_00267,task_00399,support_agent,fraud_agent,specialist review required by risk or domain boundary,Synthetic support enterprise workflow requiring governed agent action.,0.84,True
handoff_00268,task_00400,supply_chain_agent,finance_agent,specialist review required by risk or domain boundary,Synthetic supply_chain enterprise workflow requiring governed agent action.,0.84,True
handoff_00269,task_00403,reliability_agent,data_quality_agent,specialist review required by risk or domain boundary,Synthetic reliability enterprise workflow requiring governed agent action.,0.84,True
handoff_00270,task_00404,rag_agent,governance_agent,specialist review required by risk or domain boundary,Synthetic rag enterprise workflow requiring governed agent action.,0.84,True
handoff_00271,task_00405,metrics_agent,executive_agent,specialist review required by risk or domain boundary,Synthetic metrics enterprise workflow requiring governed agent action.,0.84,True
handoff_00272,task_00407,security_agent,governance_agent,specialist review required by risk or domain boundary,Synthetic security enterprise workflow requiring governed agent action.,0.84,True
handoff_00273,task_00410,fraud_agent,governance_agent,specialist review required by risk or domain boundary,Synthetic fraud enterprise workflow requiring governed agent action.,0.84,True
handoff_00274,task_00411,support_agent,fraud_agent,specialist review required by risk or domain boundary,Synthetic support enterprise workflow requiring governed agent action.,0.84,True
handoff_00275,task_00412,supply_chain_agent,finance_agent,specialist review required by risk or domain boundary,Synthetic supply_chain enterprise workflow requiring governed agent action.,0.84,True
handoff_00276,task_00415,reliability_agent,data_quality_agent,specialist review required by risk or domain boundary,Synthetic reliability enterprise workflow requiring governed agent action.,0.84,True
handoff_00277,task_00416,rag_agent,governance_agent,specialist review required by risk or domain boundary,Synthetic rag enterprise workflow requiring governed agent action.,0.84,True
handoff_00278,task_00417,metrics_agent,executive_agent,specialist review required by risk or domain boundary,Synthetic metrics enterprise workflow requiring governed agent action.,0.84,True
handoff_00279,task_00419,security_agent,governance_agent,specialist review required by risk or domain boundary,Synthetic security enterprise workflow requiring governed agent action.,0.84,True
handoff_00280,task_00420,executive_agent,governance_agent,specialist review required by risk or domain boundary,Synthetic executive enterprise workflow requiring governed agent action.,0.84,True
handoff_00281,task_00422,fraud_agent,governance_agent,specialist review required by risk or domain boundary,Synthetic fraud enterprise workflow requiring governed agent action.,0.84,True
handoff_00282,task_00423,support_agent,fraud_agent,specialist review required by risk or domain boundary,Synthetic support enterprise workflow requiring governed agent action.,0.84,True
handoff_00283,task_00424,supply_chain_agent,finance_agent,specialist review required by risk or domain boundary,Synthetic supply_chain enterprise workflow requiring governed agent action.,0.84,True
handoff_00284,task_00425,healthcare_ops_agent,governance_agent,specialist review required by risk or domain boundary,Synthetic healthcare_ops enterprise workflow requiring governed agent action.,0.84,True
handoff_00285,task_00427,reliability_agent,data_quality_agent,specialist review required by risk or domain boundary,Synthetic reliability enterprise workflow requiring governed agent action.,0.84,True
handoff_00286,task_00428,rag_agent,governance_agent,specialist review required by risk or domain boundary,Synthetic rag enterprise workflow requiring governed agent action.,0.84,True
handoff_00287,task_00429,metrics_agent,executive_agent,specialist review required by risk or domain boundary,Synthetic metrics enterprise workflow requiring governed agent action.,0.84,True
handoff_00288,task_00430,governance_agent,governance_agent,specialist review required by risk or domain boundary,Synthetic governance enterprise workflow requiring governed agent action.,0.84,True
handoff_00289,task_00431,security_agent,governance_agent,specialist review required by risk or domain boundary,Synthetic security enterprise workflow requiring governed agent action.,0.84,True
handoff_00290,task_00434,fraud_agent,governance_agent,specialist review required by risk or domain boundary,Synthetic fraud enterprise workflow requiring governed agent action.,0.84,True
handoff_00291,task_00435,support_agent,fraud_agent,specialist review required by risk or domain boundary,Synthetic support enterprise workflow requiring governed agent action.,0.84,True
handoff_00292,task_00436,supply_chain_agent,finance_agent,specialist review required by risk or domain boundary,Synthetic supply_chain enterprise workflow requiring governed agent action.,0.84,True
handoff_00293,task_00439,reliability_agent,data_quality_agent,specialist review required by risk or domain boundary,Synthetic reliability enterprise workflow requiring governed agent action.,0.84,True
handoff_00294,task_00440,rag_agent,governance_agent,specialist review required by risk or domain boundary,Synthetic rag enterprise workflow requiring governed agent action.,0.84,True
handoff_00295,task_00441,metrics_agent,executive_agent,specialist review required by risk or domain boundary,Synthetic metrics enterprise workflow requiring governed agent action.,0.84,True
handoff_00296,task_00443,security_agent,governance_agent,specialist review required by risk or domain boundary,Synthetic security enterprise workflow requiring governed agent action.,0.84,True
handoff_00297,task_00445,finance_agent,governance_agent,specialist review required by risk or domain boundary,Synthetic finance enterprise workflow requiring governed agent action.,0.84,True
handoff_00298,task_00446,fraud_agent,governance_agent,specialist review required by risk or domain boundary,Synthetic fraud enterprise workflow requiring governed agent action.,0.84,True
handoff_00299,task_00447,support_agent,fraud_agent,specialist review required by risk or domain boundary,Synthetic support enterprise workflow requiring governed agent action.,0.84,True
handoff_00300,task_00448,supply_chain_agent,finance_agent,specialist review required by risk or domain boundary,Synthetic supply_chain enterprise workflow requiring governed agent action.,0.84,True
handoff_00301,task_00450,data_quality_agent,governance_agent,specialist review required by risk or domain boundary,Synthetic data_quality enterprise workflow requiring governed agent action.,0.84,True
handoff_00302,task_00451,reliability_agent,data_quality_agent,specialist review required by risk or domain boundary,Synthetic reliability enterprise workflow requiring governed agent action.,0.84,True
handoff_00303,task_00452,rag_agent,governance_agent,specialist review required by risk or domain boundary,Synthetic rag enterprise workflow requiring governed agent action.,0.84,True
handoff_00304,task_00453,metrics_agent,executive_agent,specialist review required by risk or domain boundary,Synthetic metrics enterprise workflow requiring governed agent action.,0.84,True
handoff_00305,task_00455,security_agent,governance_agent,specialist review required by risk or domain boundary,Synthetic security enterprise workflow requiring governed agent action.,0.84,True
handoff_00306,task_00458,fraud_agent,governance_agent,specialist review required by risk or domain boundary,Synthetic fraud enterprise workflow requiring governed agent action.,0.84,True
handoff_00307,task_00459,support_agent,fraud_agent,specialist review required by risk or domain boundary,Synthetic support enterprise workflow requiring governed agent action.,0.84,True
handoff_00308,task_00460,supply_chain_agent,finance_agent,specialist review required by risk or domain boundary,Synthetic supply_chain enterprise workflow requiring governed agent action.,0.84,True
handoff_00309,task_00463,reliability_agent,data_quality_agent,specialist review required by risk or domain boundary,Synthetic reliability enterprise workflow requiring governed agent action.,0.84,True
handoff_00310,task_00464,rag_agent,governance_agent,specialist review required by risk or domain boundary,Synthetic rag enterprise workflow requiring governed agent action.,0.84,True
handoff_00311,task_00465,metrics_agent,executive_agent,specialist review required by risk or domain boundary,Synthetic metrics enterprise workflow requiring governed agent action.,0.84,True
handoff_00312,task_00467,security_agent,governance_agent,specialist review required by risk or domain boundary,Synthetic security enterprise workflow requiring governed agent action.,0.84,True
handoff_00313,task_00470,fraud_agent,governance_agent,specialist review required by risk or domain boundary,Synthetic fraud enterprise workflow requiring governed agent action.,0.84,True
handoff_00314,task_00471,support_agent,fraud_agent,specialist review required by risk or domain boundary,Synthetic support enterprise workflow requiring governed agent action.,0.84,True
handoff_00315,task_00472,supply_chain_agent,finance_agent,specialist review required by risk or domain boundary,Synthetic supply_chain enterprise workflow requiring governed agent action.,0.84,True
handoff_00316,task_00475,reliability_agent,data_quality_agent,specialist review required by risk or domain boundary,Synthetic reliability enterprise workflow requiring governed agent action.,0.84,True
handoff_00317,task_00476,rag_agent,governance_agent,specialist review required by risk or domain boundary,Synthetic rag enterprise workflow requiring governed agent action.,0.84,True
handoff_00318,task_00477,metrics_agent,executive_agent,specialist review required by risk or domain boundary,Synthetic metrics enterprise workflow requiring governed agent action.,0.84,True
handoff_00319,task_00479,security_agent,governance_agent,specialist review required by risk or domain boundary,Synthetic security enterprise workflow requiring governed agent action.,0.84,True
handoff_00320,task_00480,executive_agent,governance_agent,specialist review required by risk or domain boundary,Synthetic executive enterprise workflow requiring governed agent action.,0.84,True
handoff_00321,task_00482,fraud_agent,governance_agent,specialist review required by risk or domain boundary,Synthetic fraud enterprise workflow requiring governed agent action.,0.84,True
handoff_00322,task_00483,support_agent,fraud_agent,specialist review required by risk or domain boundary,Synthetic support enterprise workflow requiring governed agent action.,0.84,True
handoff_00323,task_00484,supply_chain_agent,finance_agent,specialist review required by risk or domain boundary,Synthetic supply_chain enterprise workflow requiring governed agent action.,0.84,True
handoff_00324,task_00485,healthcare_ops_agent,governance_agent,specialist review required by risk or domain boundary,Synthetic healthcare_ops enterprise workflow requiring governed agent action.,0.84,True
handoff_00325,task_00487,reliability_agent,data_quality_agent,specialist review required by risk or domain boundary,Synthetic reliability enterprise workflow requiring governed agent action.,0.84,True
handoff_00326,task_00488,rag_agent,governance_agent,specialist review required by risk or domain boundary,Synthetic rag enterprise workflow requiring governed agent action.,0.84,True
handoff_00327,task_00489,metrics_agent,executive_agent,specialist review required by risk or domain boundary,Synthetic metrics enterprise workflow requiring governed agent action.,0.84,True
handoff_00328,task_00490,governance_agent,governance_agent,specialist review required by risk or domain boundary,Synthetic governance enterprise workflow requiring governed agent action.,0.84,True
handoff_00329,task_00491,security_agent,governance_agent,specialist review required by risk or domain boundary,Synthetic security enterprise workflow requiring governed agent action.,0.84,True
handoff_00330,task_00494,fraud_agent,governance_agent,specialist review required by risk or domain boundary,Synthetic fraud enterprise workflow requiring governed agent action.,0.84,True
handoff_00331,task_00495,support_agent,fraud_agent,specialist review required by risk or domain boundary,Synthetic support enterprise workflow requiring governed agent action.,0.84,True
handoff_00332,task_00496,supply_chain_agent,finance_agent,specialist review required by risk or domain boundary,Synthetic supply_chain enterprise workflow requiring governed agent action.,0.84,True
handoff_00333,task_00499,reliability_agent,data_quality_agent,specialist review required by risk or domain boundary,Synthetic reliability enterprise workflow requiring governed agent action.,0.84,True
handoff_00334,task_00500,rag_agent,governance_agent,specialist review required by risk or domain boundary,Synthetic rag enterprise workflow requiring governed agent action.,0.84,True
handoff_00335,task_00501,metrics_agent,executive_agent,specialist review required by risk or domain boundary,Synthetic metrics enterprise workflow requiring governed agent action.,0.84,True
handoff_00336,task_00503,security_agent,governance_agent,specialist review required by risk or domain boundary,Synthetic security enterprise workflow requiring governed agent action.,0.84,True
handoff_00337,task_00505,finance_agent,governance_agent,specialist review required by risk or domain boundary,Synthetic finance enterprise workflow requiring governed agent action.,0.84,True
handoff_00338,task_00506,fraud_agent,governance_agent,specialist review required by risk or domain boundary,Synthetic fraud enterprise workflow requiring governed agent action.,0.84,True
handoff_00339,task_00507,support_agent,fraud_agent,specialist review required by risk or domain boundary,Synthetic support enterprise workflow requiring governed agent action.,0.84,True
handoff_00340,task_00508,supply_chain_agent,finance_agent,specialist review required by risk or domain boundary,Synthetic supply_chain enterprise workflow requiring governed agent action.,0.84,True
handoff_00341,task_00510,data_quality_agent,governance_agent,specialist review required by risk or domain boundary,Synthetic data_quality enterprise workflow requiring governed agent action.,0.84,True
handoff_00342,task_00511,reliability_agent,data_quality_agent,specialist review required by risk or domain boundary,Synthetic reliability enterprise workflow requiring governed agent action.,0.84,True
handoff_00343,task_00512,rag_agent,governance_agent,specialist review required by risk or domain boundary,Synthetic rag enterprise workflow requiring governed agent action.,0.84,True
handoff_00344,task_00513,metrics_agent,executive_agent,specialist review required by risk or domain boundary,Synthetic metrics enterprise workflow requiring governed agent action.,0.84,True
handoff_00345,task_00515,security_agent,governance_agent,specialist review required by risk or domain boundary,Synthetic security enterprise workflow requiring governed agent action.,0.84,True
handoff_00346,task_00518,fraud_agent,governance_agent,specialist review required by risk or domain boundary,Synthetic fraud enterprise workflow requiring governed agent action.,0.84,True
handoff_00347,task_00519,support_agent,fraud_agent,specialist review required by risk or domain boundary,Synthetic support enterprise workflow requiring governed agent action.,0.84,True
handoff_00348,task_00520,supply_chain_agent,finance_agent,specialist review required by risk or domain boundary,Synthetic supply_chain enterprise workflow requiring governed agent action.,0.84,True
handoff_00349,task_00523,reliability_agent,data_quality_agent,specialist review required by risk or domain boundary,Synthetic reliability enterprise workflow requiring governed agent action.,0.84,True
handoff_00350,task_00524,rag_agent,governance_agent,specialist review required by risk or domain boundary,Synthetic rag enterprise workflow requiring governed agent action.,0.84,True
handoff_00351,task_00525,metrics_agent,executive_agent,specialist review required by risk or domain boundary,Synthetic metrics enterprise workflow requiring governed agent action.,0.84,True
handoff_00352,task_00527,security_agent,governance_agent,specialist review required by risk or domain boundary,Synthetic security enterprise workflow requiring governed agent action.,0.84,True
handoff_00353,task_00530,fraud_agent,governance_agent,specialist review required by risk or domain boundary,Synthetic fraud enterprise workflow requiring governed agent action.,0.84,True
handoff_00354,task_00531,support_agent,fraud_agent,specialist review required by risk or domain boundary,Synthetic support enterprise workflow requiring governed agent action.,0.84,True
handoff_00355,task_00532,supply_chain_agent,finance_agent,specialist review required by risk or domain boundary,Synthetic supply_chain enterprise workflow requiring governed agent action.,0.84,True
handoff_00356,task_00535,reliability_agent,data_quality_agent,specialist review required by risk or domain boundary,Synthetic reliability enterprise workflow requiring governed agent action.,0.84,True
handoff_00357,task_00536,rag_agent,governance_agent,specialist review required by risk or domain boundary,Synthetic rag enterprise workflow requiring governed agent action.,0.84,True
handoff_00358,task_00537,metrics_agent,executive_agent,specialist review required by risk or domain boundary,Synthetic metrics enterprise workflow requiring governed agent action.,0.84,True
handoff_00359,task_00539,security_agent,governance_agent,specialist review required by risk or domain boundary,Synthetic security enterprise workflow requiring governed agent action.,0.84,True
handoff_00360,task_00540,executive_agent,governance_agent,specialist review required by risk or domain boundary,Synthetic executive enterprise workflow requiring governed agent action.,0.84,True
handoff_00361,task_00542,fraud_agent,governance_agent,specialist review required by risk or domain boundary,Synthetic fraud enterprise workflow requiring governed agent action.,0.84,True
handoff_00362,task_00543,support_agent,fraud_agent,specialist review required by risk or domain boundary,Synthetic support enterprise workflow requiring governed agent action.,0.84,True
handoff_00363,task_00544,supply_chain_agent,finance_agent,specialist review required by risk or domain boundary,Synthetic supply_chain enterprise workflow requiring governed agent action.,0.84,True
handoff_00364,task_00545,healthcare_ops_agent,governance_agent,specialist review required by risk or domain boundary,Synthetic healthcare_ops enterprise workflow requiring governed agent action.,0.84,True
handoff_00365,task_00547,reliability_agent,data_quality_agent,specialist review required by risk or domain boundary,Synthetic reliability enterprise workflow requiring governed agent action.,0.84,True
handoff_00366,task_00548,rag_agent,governance_agent,specialist review required by risk or domain boundary,Synthetic rag enterprise workflow requiring governed agent action.,0.84,True
handoff_00367,task_00549,metrics_agent,executive_agent,specialist review required by risk or domain boundary,Synthetic metrics enterprise workflow requiring governed agent action.,0.84,True
handoff_00368,task_00550,governance_agent,governance_agent,specialist review required by risk or domain boundary,Synthetic governance enterprise workflow requiring governed agent action.,0.84,True
handoff_00369,task_00551,security_agent,governance_agent,specialist review required by risk or domain boundary,Synthetic security enterprise workflow requiring governed agent action.,0.84,True
handoff_00370,task_00554,fraud_agent,governance_agent,specialist review required by risk or domain boundary,Synthetic fraud enterprise workflow requiring governed agent action.,0.84,True
handoff_00371,task_00555,support_agent,fraud_agent,specialist review required by risk or domain boundary,Synthetic support enterprise workflow requiring governed agent action.,0.84,True
handoff_00372,task_00556,supply_chain_agent,finance_agent,specialist review required by risk or domain boundary,Synthetic supply_chain enterprise workflow requiring governed agent action.,0.84,True
handoff_00373,task_00559,reliability_agent,data_quality_agent,specialist review required by risk or domain boundary,Synthetic reliability enterprise workflow requiring governed agent action.,0.84,True
handoff_00374,task_00560,rag_agent,governance_agent,specialist review required by risk or domain boundary,Synthetic rag enterprise workflow requiring governed agent action.,0.84,True
handoff_00375,task_00561,metrics_agent,executive_agent,specialist review required by risk or domain boundary,Synthetic metrics enterprise workflow requiring governed agent action.,0.84,True
handoff_00376,task_00563,security_agent,governance_agent,specialist review required by risk or domain boundary,Synthetic security enterprise workflow requiring governed agent action.,0.84,True
handoff_00377,task_00565,finance_agent,governance_agent,specialist review required by risk or domain boundary,Synthetic finance enterprise workflow requiring governed agent action.,0.84,True
handoff_00378,task_00566,fraud_agent,governance_agent,specialist review required by risk or domain boundary,Synthetic fraud enterprise workflow requiring governed agent action.,0.84,True
handoff_00379,task_00567,support_agent,fraud_agent,specialist review required by risk or domain boundary,Synthetic support enterprise workflow requiring governed agent action.,0.84,True
handoff_00380,task_00568,supply_chain_agent,finance_agent,specialist review required by risk or domain boundary,Synthetic supply_chain enterprise workflow requiring governed agent action.,0.84,True
handoff_00381,task_00570,data_quality_agent,governance_agent,specialist review required by risk or domain boundary,Synthetic data_quality enterprise workflow requiring governed agent action.,0.84,True
handoff_00382,task_00571,reliability_agent,data_quality_agent,specialist review required by risk or domain boundary,Synthetic reliability enterprise workflow requiring governed agent action.,0.84,True
handoff_00383,task_00572,rag_agent,governance_agent,specialist review required by risk or domain boundary,Synthetic rag enterprise workflow requiring governed agent action.,0.84,True
handoff_00384,task_00573,metrics_agent,executive_agent,specialist review required by risk or domain boundary,Synthetic metrics enterprise workflow requiring governed agent action.,0.84,True
handoff_00385,task_00575,security_agent,governance_agent,specialist review required by risk or domain boundary,Synthetic security enterprise workflow requiring governed agent action.,0.84,True
handoff_00386,task_00578,fraud_agent,governance_agent,specialist review required by risk or domain boundary,Synthetic fraud enterprise workflow requiring governed agent action.,0.84,True
handoff_00387,task_00579,support_agent,fraud_agent,specialist review required by risk or domain boundary,Synthetic support enterprise workflow requiring governed agent action.,0.84,True
handoff_00388,task_00580,supply_chain_agent,finance_agent,specialist review required by risk or domain boundary,Synthetic supply_chain enterprise workflow requiring governed agent action.,0.84,True
handoff_00389,task_00583,reliability_agent,data_quality_agent,specialist review required by risk or domain boundary,Synthetic reliability enterprise workflow requiring governed agent action.,0.84,True
handoff_00390,task_00584,rag_agent,governance_agent,specialist review required by risk or domain boundary,Synthetic rag enterprise workflow requiring governed agent action.,0.84,True
handoff_00391,task_00585,metrics_agent,executive_agent,specialist review required by risk or domain boundary,Synthetic metrics enterprise workflow requiring governed agent action.,0.84,True
handoff_00392,task_00587,security_agent,governance_agent,specialist review required by risk or domain boundary,Synthetic security enterprise workflow requiring governed agent action.,0.84,True
handoff_00393,task_00590,fraud_agent,governance_agent,specialist review required by risk or domain boundary,Synthetic fraud enterprise workflow requiring governed agent action.,0.84,True
